Model 1,Model 2,T-test_stats,T-test_p-value,Wilcoxon_stats,Wilcoxon_p-value,Mann-Whitney_stats,Mann-Whitney_p-value,Kruskal-Wallis_stats,Kruskal-Wallis_p-value,Bootstrap CI_lower,Bootstrap CI_upper
vssm-ti,vit-s16,1.746791931307805,0.08325353681060127,19.5,0.0832645166635504,7560.0,0.27974741840587825,1.1715686274507906,0.2790791641114319,-0.03333333333333333,0.13333333333333333
vssm-ti,vit-s32,2.5570415597837943,0.011813910326511088,25.5,0.012419330651552265,7800.0,0.08416798024022162,2.9875000000000913,0.0839096198343498,-0.016666666666666666,0.175
vssm-ti,vit-b16,3.0865457337541815,0.002519402974592011,30.0,0.0028599382084640934,7980.0,0.02909406090924389,4.768150159367324,0.028990959758506483,0.008333333333333333,0.20833333333333334
vssm-ti,vit-b32,2.7560378591106227,0.006772030241180727,42.0,0.007290358091535638,7920.0,0.04206014749297353,4.138528138527993,0.04191760162264646,0.008333333333333333,0.19166666666666668
vssm-ti,vim-s,1.1563211715113553,0.24986593792932935,26.0,0.24821307898992362,7440.0,0.460902860466047,0.5459737292973865,0.4599675089528634,-0.06666666666666667,0.125
vssm-ti,vssm-s,1.679257339799395,0.09572572621056237,10.0,0.0955807045456294,7500.0,0.36227857703802246,0.8327526132403676,0.3614777879779508,-0.041666666666666664,0.12520833333333314
vssm-ti,vssm-b,2.141897803314305,0.034239844526017894,12.0,0.034808478811867126,7620.0,0.21232977127946562,1.559179869524719,0.21178534354403597,-0.03333333333333333,0.15
vssm-s,resnet50,1.2273260014861784,0.22212252877094582,112.5,0.22067136191984693,7560.0,0.32681796510671723,0.96414164051979,0.32614559566907586,-0.05,0.14166666666666666
vssm-s,vgg16,0.8936765176062337,0.37329881405261756,84.0,0.37109336952269756,7440.0,0.50636657145207,0.44341372912788674,0.5054793790861385,-0.058333333333333334,0.13333333333333333
vssm-s,vit-ti16,1.6166713260902543,0.10859720363083693,60.0,0.10829365589900902,7620.0,0.2564232582250493,1.291037371844357,0.2558568642385486,-0.041666666666666664,0.15833333333333333
vssm-s,vit-s16,0.2571922625628131,0.7974745382860159,56.0,0.7962534147376392,7260.0,0.8652262947776888,0.02929280549076019,0.8641047120610509,-0.08333333333333333,0.1
vssm-s,vit-s32,1.2150830420211798,0.22673977464497977,54.0,0.22525290636065332,7500.0,0.41005409518538416,0.6809116809116397,0.40927296678721004,-0.058333333333333334,0.13333333333333333
vssm-s,vit-b16,1.8056228766281015,0.07350527396628158,63.0,0.07363827012030266,7680.0,0.19810819973825722,1.6597222222222163,0.19764083302682184,-0.03333333333333333,0.16666666666666666
